пореден номер,заглавие,автор,година,том/част,инвентарен номер
3204,Тежка година,"Гладков,Ф.",,,11666
3205,Севастопол,"Малишкин,Ал.",,,11668
3206,Под знамето на партията,"Атанасов,",,,11670
3207,Между два свята,"Волен,Ил.",,,11671
3208,Птичка мъничка,"Кахар,А.",,,11672
3209,"С ""Витяз"" към тихоокеанските...","Крепс,Е,М.",,,11673
3210,Железничари,"Кралевски,Сп.",,,11674
3211,Година равна на век,"Горостанов,Д.",,,11677
3212,Цветове и форми на живата...,"Лункевич,В.",,,11679
3213,Осъдени души,"Димов,Д.",,,11681
3214,Горски пътник,"Раковски,Г.",,,11683
3215,Артьомка,"Василенко,И.",,,11684
3216,Разкази,"Йовков,Й.",,,11689
3217,Избрани разкази,"Станев,Ем.",,,11692
3218,Пред нас е животът,,,,11696
3219,"Спомени за Смирненски,Хр.",,,,11698
3220,Воля,"Горчивкин,М.",,,11701
3221,Продължение на легендата,"Кузнецов,Ан.",,,11705
3222,Птици излитат от гнездата,"Голубов,С.",,,11712
3223,Българското черноморие,"Кънчев,К.",,,11715
3224,Майстори на разказа,"Пондев,П.",,,11716
3225,Майстори на разказа,"Пондев,П.",,,11717
3226,Майстори на разказа,"Пондев,П.",,,11718
3227,Бълг. градове по р. Дунав,"Златев,Т.",,,11720
3228,Берон изследвания и материали,Петър,,,11721
3229,Съвестта се бунтува,"Петерсхаген,Р.",,,11722
3230,спътници на човечеството,Духовни,,,11723
3231,Mъртви души,"Гогол,Н.В.",,,11726
3232,Ивайло,"Загорчинов,Ст.",,,11729
3233,Безнадежден случай,"Грийн,Г.",,,11731
3234,Паисий Хилендарски,"Арнаудов,М.",,,11732
3235,Паисий Хилендарски,"Арнаудов,М.",,,11734
3236,Паисий Хилендарски,"Арнаудов,М.",,,11736
3237,български химици ,Първи,,,11745
3238,български химици,Първи,,,11746
3239,български химици,Първи,,,11747
3240,български химици,Първи,,,11748
3241,български химици,Първи,,,11749
3242,Геометрични фигури в...,"Знаменски,М.",,,11754
3243,е бил получен образът ...,Как,,,11756
3244,е бил получен образът ...,Как,,,11757
3245,е бил получен образът ...,Как,,,11758
3246,Нощният спътник,"Понс,М.",,,11764
3247,Нощният спътник,"Понс,М.",,,11765
3248,Мария Грубешлиева,"Сестримски,Ив.",,,11766
3249,Леопардът,"Рид,В.",,,11770
3250,Нова серия,"Дойков,В.",,,11772
3251,Нова серия,"Дойков,В.",,,11773
3252,Нова серия,"Дойков,В.",,,11774
3253,Джузепе Гарибалди,"Невлер,В.",,,11776
3254,Джузепе Гарибалди,"Невлер,В.",,,11777
3255,Джузепе Гарибалди,"Невлер,В.",,,11778
3256,Джузепе Гарибалди,"Невлер,В.",,,11779
3257,Как е бил получен образът ...,,,,11780
3258,Усвояване на професия,,,,11781
3259,Българската комедия,"Богданов,Ив.",,,11782
3260,Червените орли,"Голиков,Ф.",,,11783
3261,Приложения на математиката в ...,,,,11784
3262,На чужда земя,"Петров,Ив.",,,11787
3263,Корозия,"Райчева,С.",,,11793
3264,Как се каляваше стоманата,"Островски,Н.",,,11795
3265,Как се каляваше стоманата,"Островски,Н.",,,11796
3266,Как се каляваше стоманата,"Островски,Н.",,,11797
3267,Вятърната мелница,"Чернишев,С.",,,11799
3268,Съчинения,"Благоев,Д.",,,11800
3269,Народ и писател,"Стоянов,Л.",,,11802
3270,Български Химици,Първи,,,11804
3271,Когато милионите...,"Вапцарова,Б.",,,11805
3272,Вятърната мелница,"Чернишев,С.",,,11806
3273,Математическа обработка ...,"Головейко,А.",,,11807
3274,,Карл Маркс и Фридрих Енгелс...,,,11808
3275,"С кръст,долари и меч","Николов,Ем.",,,11809
3276,Пак е август,"Ивантер,Н.",,,11810
3277,Христоматия по старобългарска литература,,,,11813
3278,Една майка,"Казака,Т.",,,11814
3279,Съветската литература в България ,,,,11815
3280,Неотдавна,"Трънски,Сл.",,,11816
3281,Империя на финансовите...,"Перло,В.",,,11817
